universal_label,nes_address,nes_size,snes_address,snes_size,gba_address,gba_size,category,description
Vs_PlayerXVel,$6846,2,,0,,0,Battle Mode,Mario/Luigi X Velocity
Vs_ObjectXVel,$6848,12,,0,,0,Battle Mode,Objects X Velocity
Vs_PlayerClimbFrame,$6857,2,,0,,0,Battle Mode,Incremented as Player climbs
Vs_ObjectAnimCnt,$6859,12,,0,,0,Battle Mode,A continuous counter per object for animating (typically 2 frames)
Vs_PlayerDir,$6866,2,,0,,0,Battle Mode,"Mario/Luigi direction (1=Right, 2=Left)"
Vs_ObjectDir,$6868,12,,0,,0,Battle Mode,"Objects direction (1=Right, 2=Left)"
Vs_PlayerYVelFrac,$6875,2,,0,,0,Battle Mode,Mario/Luigi Y velocity fractional accumulator
Vs_ObjectYVelFrac,$6877,12,,0,,0,Battle Mode,Objects Y velocity fractional accumulator
Vs_PlayerXVelFrac,$6886,2,,0,,0,Battle Mode,Mario/Luigi X velocity fractional accumulator
Vs_ObjectXVelFrac,$6888,12,,0,,0,Battle Mode,Objects X velocity fractional accumulator
Vs_PlayerDetStat,$6897,2,,0,,0,Battle Mode,Mario/Luigi detection status
Vs_ObjectDetStat,$6899,12,,0,,0,Battle Mode,Objects detection status
Vs_ObjectVar1,$68A8,12,,0,,0,Battle Mode,General variable 1
Vs_PlayerKick,$68B5,2,,0,,0,Battle Mode,Mario/Luigi Player is kicking until decrements to zero
Vs_PlayerDizzy,$68B7,2,,0,,0,Battle Mode,"Mario/Luigi Player ""dizzy"" face until decrements to zero"
Vs_PlayerStick,$68B9,2,,0,,0,Battle Mode,"Mario/Luigi Mario/Luigi Player ""sticking"" to ceiling; decrements to zero"
Vs_PlayerBumpTimer,$68BB,1,,0,,0,Battle Mode,Mario/Luigi Players bumped off eachother (and can't again until zero); decrements to zero
Vs_POWBlockCnt,$68BC,1,,0,,0,Battle Mode,"POW block counter; decrements to zero; until then, POW shaking!"
Vs_ObjectId,$68BD,12,,0,,0,Battle Mode,Objects ID (TOFIX)
Vs_ObjectSprRAMOff,$68CA,1,,0,,0,Battle Mode,Current object Sprite RAM offset
Vs_ObjectSprRAMSel,$68CB,1,,0,,0,Battle Mode,Counter that runs $D to $0 (inclusive) and helps distribute Sprite RAM offsets among the objects
Vs_EnemyCount,$68CC,1,,0,,0,Battle Mode,Number of spawned enemies (in the typical game)
Vs_PlayerHaltTimer,$68CD,2,,0,,0,Battle Mode,Mario/Luigi timer which halts gameplay; decrements to zero
Vs_ObjHaltTimer,$68CF,12,,0,,0,Battle Mode,Object timer which halts object when greater than zero; decrements to zero
Vs_ObjectTimer3,$68DC,12,,0,,0,Battle Mode,"Object timer, decrements"
Vs_PlayerCnt,$68E9,2,,0,,0,Battle Mode,"Mario/Luigi ""counter"" value; decrements to zero"
Vs_EnemyGetUpTimer,$68EB,12,,0,,0,Battle Mode,Timer for flipped-over enemy; decrements to zero
Vs_PlayerJumped,$68F8,2,,0,,0,Battle Mode,Set to 1 if Player jumped; prevents Player from jumping again until they hit floor
Vs_PlayerTileL,$68FA,2,,0,,0,Battle Mode,Mario/Luigi Tile detected at Player's feet
Vs_ObjectTileL,$68FC,12,,0,,0,Battle Mode,Tile detected at objects's feet
Vs_PlayerBlkHit,$690A,2,,0,,0,Battle Mode,Mario/Luigi Holds Tile_Mem offset to bounce block they hit
Vs_PlayerFlashInv,$690C,2,,0,,0,Battle Mode,Mario/Luigi Flashing invicibility (?)
Vs_SpawnCnt2,$690E,1,,0,,0,Battle Mode,FIXME describe better (TOFIX)
Vs_TooLongCnt,$690F,1,,0,,0,Battle Mode,"Increments after each round of spawning; if it overflows, ""game ender"" fireballs are spawned"
Vs_CurIndex,$6910,1,,0,,0,Battle Mode,Current index (Player or object)
Vs_PlayerTileU,$6911,2,,0,,0,Battle Mode,Mario/Luigi Tile detected above Player's feet
Vs_ObjectPipeTimer,$6920,12,,0,,0,Battle Mode,Timer used for enemies to exit and emerge from pipes; decrements to zero
Vs_Random,$692D,3,,0,,0,Battle Mode,Random generator for 2P Vs mode
Vs_PlayerCoins,$6930,2,,0,,0,Battle Mode,Player's coins (in 2P Vs); 5 wins the match
Vs_TimeToExit,$6932,1,,0,,0,Battle Mode,Decrements to zero then exits the 2P Vs
Vs_ObjectIsLast,$6933,12,,0,,0,Battle Mode,"Set if this is the last object (turns blue, move fast)"
Vs_POWHits,$6940,1,,0,,0,Battle Mode,Number of times POW block has been hit (disabled on 3)
Vs_PlayerYOff,$6941,2,,0,,0,Battle Mode,Mario/Luigi Y offset applied
Vs_UNKGAMECnt,$6943,1,,0,,0,Battle Mode,"Unknown ""game"" counter; after overflow, we exit"
Vs_PlayerYHi,$6944,2,,0,,0,Battle Mode,Mario/Luigi Y Hi
Vs_ObjectYHi,$6946,12,,0,,0,Battle Mode,Object Y Hi
Vs_ObjectIsAngry,$6955,12,,0,,0,Battle Mode,Set when Sidestepper is angry (not used for anything else)
Vs_AngrySidesteppers,$6962,1,,0,,0,Battle Mode,"When greater than zero, and spawning a Sidestepper, next one is an ""angry"" Sidestepper (then decrement)"
Vs_ObjectVDir,$6964,12,,0,,0,Battle Mode,"Objects vertical direction (4=Down, 8=Up)"
Vs_ObjectRestoreXVel,$6971,12,,0,,0,Battle Mode,Flipped over object restore X velocity
Vs_ObjTimer2,$697E,12,,0,,0,Battle Mode,Object timer; decrements to zero
Vs_CardFlash,$698B,2,,0,,0,Battle Mode,Mario/Luigi Cycles color for card (when picked up from another Player)
Vs_HaltTimerBackup,$698D,15,,0,,0,Battle Mode,Backs up all halt timers
Vs_EnemySet,$699C,1,,0,,0,Battle Mode,"Specifies an index of active enemy set, selecting one of the quintuples from Vs_5EnemySets"
Vs_ObjectXOff,$699D,1,,0,,0,Battle Mode,A one-shot X offset for display of object FIXME: When?
Vs_PlayerWalkCnt,$699E,2,,0,,0,Battle Mode,Mario/Luigi counts up and overflows to toggle walk frames
Vs_PlayerWalkFrame,$69A0,2,,0,,0,Battle Mode,Mario/Luigi incremented when Vs_PlayerWalkCnt overflows
Vs_NextObjectIsLast,$69A2,1,,0,,0,Battle Mode,"If there are 5 enemies and this is set, next enemy out is the ""last"" (turns blue, moves fast)"
Vs_xUpCnt,$69A3,2,,0,,0,Battle Mode,"Mario/Luigi ""x Up"" counter"
Vs_xUpY,$69A5,2,,0,,0,Battle Mode,"Mario/Luigi ""x Up"" Y pos"
Vs_xUpX,$69A7,2,,0,,0,Battle Mode,"Mario/Luigi ""x Up"" X pos"
Vs_xUpLives,$69A9,2,,0,,0,Battle Mode,"Mario/Luigi ""x Up"" Lives amount (1, 2, 3, 5)"
Vs_SpawnCnt,$69AB,1,,0,,0,Battle Mode,Spawn counter; increments and triggers spawning
Map_MoveRepeat,$7950,2,,0,,0,Overworld,(Mario/Luigi) counts up to $18 and then you keep moving without pause
AScrlURDiag_OffsetX,$7952,1,,0,,0,Camera,"When diagonal autoscroller is wrapping, this holds an X offset for Player/Objects to temporarily correct"
AScrlURDiag_OffsetY,$7953,1,,0,,0,Camera,"When diagonal autoscroller is wrapping, this holds an Y offset for Player/Objects to temporarily correct"
StatusBar_UpdFl,$7954,1,,0,,0,Misc.,Status bar Update Flag; toggles so to update status bar only every other frame
UpdSel_Disable,$7955,1,,0,,0,Misc.,"When set, disables the Update_Select routine during the NMI, which halts most activity due to no reported V-Blanking"
Map_Objects_Itm,$7956,13,,0,,0,Overworld,"""Item given by"" map objects"
Level_TreasureItem,$7963,1,,0,,0,Level,Item that will be given by treasure box; set by the object OBJ_TREASURESET by its row (TOFIX)
Reset_Latch,$7964,1,,0,,0,Misc.,"If this value is anything besides $5A, the reset is run (I assume this is considered a safe value in case of data corruption, e.g. from runaway generator)"
Map_BonusType,$7965,1,,0,,0,Overworld,"0 = No bonus, 1 = White Toad House, 2 = UNKNOWN WHITE THING (MAPOBJ_UNK0C)"
Map_BonusCoinsReqd,$7966,1,,0,,0,Overworld,Number of coins you need for White Toad House (or the MAPOBJ_UNK0C thing!); value ranges 0-127
Coins_ThisLevel,$7967,1,,0,,0,Level,Internal counter of coins earned -this level- (so always starts at 0 and increments)
Map_NSpade_NextScore,$7968,3,,0,,0,Overworld,Treated as 3-byte integer
Map_BonusAppY,$796B,1,,0,,0,Overworld,"Map ""white"" bonus appearance Y (set to Player's last ""succeeded"" map position)"
Map_BonusAppXHi,$796C,1,,0,,0,Overworld,"Map ""white"" bonus appearance XHi (set to Player's last ""succeeded"" map position)"
Map_BonusAppX,$796D,1,,0,,0,Overworld,"Map ""white"" bonus appearance X (set to Player's last ""succeeded"" map position)"
Map_NoLoseTurn,$796E,1,,0,,0,Flag,"If set, Player does not lose turn after having completed a level (used for Toad House, pipeways, etc.)"
Map_Got13Warp,$796F,1,,0,,0,Flag,Set non-zero if Player already got the 1-3 Warp Whistle
Map_Anchored,$7970,1,,0,,0,Flag,Set if anchor is set on this map
Map_WhiteHouse,$7971,1,,0,,0,Flag,Set if you have already earned the White Toad House for this world
Map_CoinShip,$7972,1,,0,,0,Flag,Set if you have already earned the Coin Ship for this world
Map_WasInPipeway,$7973,1,,0,,0,Flag,Set if you just came out of a pipeway
EndCard_Flag,$7974,1,,0,,0,Flag,Set when End Level card is hit (can determine when level has ended)
Map_PlyrSprOvrY,$7975,1,,0,,0,Overworld,"""Player Sprite Override Y""; If set to $F8 during warp, erases Player's map sprite; otherwise provides a Y to put it at"
Map_Entered_Y,$7976,2,,0,,0,Overworld,(Mario/Luigi) Stores the Y value when you enter a level; this is the Y used if you complete the level
Map_Entered_XHi,$7978,2,,0,,0,Overworld,(Mario/Luigi) Hi byte for Map_Entered_X
Map_Entered_X,$797A,2,,0,,0,Overworld,"(Mario/Luigi) Same as Map_Entered_Y, only for X"
Map_Previous_UnusedPVal2,$797C,2,,0,,0,Overworld,(Mario/Luigi) Backup of Map_UnusedPlayerVal2
Map_Previous_Y,$797E,2,,0,,0,Overworld,"(Mario/Luigi) Stores the previous Y you were ""safe"" at; this is the Y you go back to if you die"
Map_Previous_XHi,$7980,2,,0,,0,Overworld,"(Mario/Luigi) Same as Map_Previous_Y, only for XHi"
Map_Previous_X,$7982,2,,0,,0,Overworld,"(Mario/Luigi) Same as Map_Previous_Y, only for X"
Map_Unused7984,$7984,2,,0,,0,Empty,(Mario/Luigi) Unused; cleared and never touched again
Map_Prev_XOff2,$7986,2,,0,,0,Overworld,"(Mario/Luigi) Holds a copy of Map_Prev_XOff, but I'm not sure why?"
Map_Prev_XHi2,$7988,2,,0,,0,Overworld,"(Mario/Luigi) Holds a copy of Map_Prev_XHi, but I'm not sure why?"
Map_Unused798A,$798A,2,,0,,0,Hardware Mirror,(Mario/Luigi) Unused; cleared and never touched again
Level_Jct_HSHi,$798C,1,,0,,0,Camera,Level junction horizontal scroll high value
Level_Jct_HS,$798D,1,,0,,0,Camera,Level junction horizontal scroll value
Level_Jct_VSHi,$798E,1,,0,,0,Camera,Level junction vertical scroll high value
Level_Jct_VS,$798F,1,,0,,0,Camera,Level junction vertical scroll value
,$7990,2,,0,,0,Empty,Unused.
Map_Unused7992,$7992,1,,0,,0,Overworld,Value used in some dead code in PRG011; cleared elsewhere (NOT SURE if maybe it sometimes meant Bonus_DiePos?)
Bonus_DiePos,$7992,1,,0,,0,Bonus Game,"UNUSED Die in the lost bonus games, counts 0-5"
Map_Previous_Dir,$7993,2,,0,,0,Overworld,"(Mario/Luigi) Backup movement dir (remember which way Player moved last) (8=Up, 4=Down, 2=Left, 1=Right)"
Map_Unused7995,$7995,1,,0,,0,Empty,Unused; cleared but never used otherwise
Player_NoSlopeStick,$7996,1,,0,,0,Flag,"If set, Player does not stick to slopes (noticeable running downhill)"
,$7997,105,,0,,0,Empty,Unused.
AScroll_Anchor,$7A00,1,,0,,0,Misc.,"Used as starting point for $7A00-$7A14 clear, but never actually used in Auto-Scroll"
Level_AScrlSelect,$7A01,1,,0,,0,Level,Selects auto scroll routine to use (see PRG009_B922) (TOFIX)
CineKing_WandState,$7A01,1,,0,,0,Sprites,"Wand state; 0 = falling, 1 = spinning, 2 = held"
CineKing_WandFrame,$7A02,1,,0,,0,Sprites,Wand frame; 0 to 7
Level_AScrlLimitSel,$7A02,1,,0,,0,Camera,"""Limit Selector"" for the auto scroll (typically selects an end or a start/end pair, depending on style)"
CineKing_ToadFrame,$7A03,1,,0,,0,Sprites,Toad's frame
Level_AScrlVar,$7A03,1,,0,,0,Camera,"Variable used for different things depending on the auto scroll style
In horizontal scroll style (Level_AScrlSelect = 0), it's the current ""movement"" (see table AScroll_Movement)"
Level_AScrlLoopSel,$7A04,1,,0,,0,Camera,"Currently selected ""movement loop"" (horizontal only, see AScroll_MovementLoopStart; Just a var in others?)"
CineKing_DiagHi,$7A04,1,,0,,0,Level,Text high address value
Level_AScrlMoveRepeat,$7A05,1,,0,,0,Camera,"Repeat current move until zero (decrements each full expiration of Level_AScrlMoveTicks); $FF when on last move, passes control to movement loop"
Level_AScrlLoopCurMove,$7A06,1,,0,,0,Camera,"Current ""movement loop"" index (into AScroll_MovementLoop)"
Level_AScrlSclLastDir,$7A07,1,,0,,0,Camera,"Auto scroll ""Scroll_LastDir"""
CineKing_TimerT,$7A08,1,,0,,0,Sprites,Cheering Toad animation Timer
Level_AScrlMoveTicks,$7A08,1,,0,,0,Camera,"Counts down to zero, decrements Level_AScrlMoveRepeat (goes to next ""movement"")"
CineKing_Timer3,$7A09,1,,0,,0,Counter,Timer decremented every 4 ticks (does not appear to be used!)
Level_AScrlTimer,$7A09,1,,0,,0,Camera,"Auto scroll counter, decrements to zero"
Level_AScrlPosHHi,$7A0A,1,,0,,0,Camera,"Raster effect horizontal ""high"" position"
,$7A0B,1,,0,,0,Empty,Unused.
Level_AScrlPosH,$7A0C,1,,0,,0,Camera,Raster effect horizontal position
CineKing_WandX,$7A0C,1,,0,,0,Sprites,Wand X position
CineKing_WandY,$7A0D,1,,0,,0,Sprites,Wand Y position
Level_AScrlPosV,$7A0D,1,,0,,0,Camera,Raster effect vertical position
Level_AScrlHVel,$7A0E,1,,0,,0,Camera,"Auto scroll horizontal ""velocity"""
CineKing_WandXVel,$7A0E,1,,0,,0,Sprites,Wand X velocity (4.4FP)
CineKing_WandYVel,$7A0F,1,,0,,0,Sprites,Wand Y velocity (4.4FP)
Level_AScrlVVel,$7A0F,1,,0,,0,Camera,"Auto scroll vertical ""velocity"""
CineKing_WandXVel_Frac,$7A10,1,,0,,0,Sprites,Wand X velocity fractional accumulator
Level_AScrlHVelFrac,$7A10,1,,0,,0,Camera,Auto scroll horizontal velocity fractional accumulator 
Level_AScrlVVelFrac,$7A11,1,,0,,0,Camera,Auto scroll vertical velocity fractional accumulator 
CineKing_WandYVel_Frac,$7A11,1,,0,,0,Sprites,Wand Y velocity fractional accumulator
Level_AScrlHVelCarry,$7A12,1,,0,,0,Camera,'1' when last auto scroll H Velocity fraction accumulation rolled over
Level_AScrlVVelCarry,$7A13,1,,0,,0,Camera,'1' when last auto scroll V Velocity fraction accumulation rolled over
World8Tank_OnTank,$7A14,1,,0,,0,Flag,Set when Player is standing on tank surface in Tank level (as opposed to ground); for the illusion the tank is moving through...
CannonFire_ID,$7A15,8,,0,,0,Sprites,ID of the cannon fire
CannonFire_YHi,$7A1D,8,,0,,0,Sprites,Cannon fire Y Hi
CannonFire_Y,$7A25,8,,0,,0,Sprites,Cannon fire Y
CannonFire_XHi,$7A2D,8,,0,,0,Sprites,Cannon fire X Hi
CannonFire_X,$7A35,8,,0,,0,Sprites,Cannon fire X
CannonFire_Parent,$7A3D,8,,0,,0,Sprites,"Tie back to level object index of ""parent"" object"
Splash_DisTimer,$7A45,1,,0,,0,Player,Player water splashes are disabled until decrements to zero; set when Player hits any bounce block
ShellKillFlash_Cnt,$7A46,1,,0,,0,Sprites,"""Shell Kill Flash"" counter"
ShellKillFlash_Y,$7A47,1,,0,,0,Sprites,"""Shell Kill Flash"" Y"
ShellKillFlash_X,$7A48,1,,0,,0,Sprites,"""Shell Kill Flash"" X"
Objects_DisPatChng,$7A49,6,,0,,0,Sprites,"If set, this object no longer enforces a pattern bank change"
ObjSplash_DisTimer,$7A4F,6,,0,,0,Sprites,Object water/lava splashes are disabled until decrements to zero
PlayerProj_XVelFrac,$7A55,2,,0,,0,Sprites,Player Projectile X velocity fractional accumulator
CannonFire_Timer2,$7A57,8,,0,,0,Sprites,Cannon Fire timer (decrements to zero)
Roulette_Unused7A5F,$7A5F,1,,0,,0,Bonus Game,Unused value in Roulette game
Roulette_Unused7A5F_Delta,$7A60,1,,0,,0,Bonus Game,Delta value added to Roulette_Unused7A5F
Bowser_Tiles,$7A61,2,,0,,0,Sprites,Bowser's detected tiles (to determine what to break)
Bowser_Counter1,$7A63,1,,0,,0,Sprites,"A counter used by Bowser, decrements to zero"
Bowser_Counter2,$7A64,1,,0,,0,Sprites,"A counter used by Bowser, decrements to zero"
Bowser_Counter3,$7A65,1,,0,,0,Sprites,"A counter used by Bowser, random setting, decrements to zero"
CoinShip_CoinGlowIdx,$7A66,1,,0,,0,Palettes,Coin Ship only: Glowing coins palette color index
CoinShip_CoinGlowCnt,$7A67,1,,0,,0,Palettes,Coin Ship only: Glowing coins palette color counter
SObjBlooperKid_OutOfWater,$7A68,8,,0,,0,Sprites,"Blooper kid only; if set, Blooper Kid is trying to go out of water"
,$7A70,2,,0,,0,Empty,Unused.
Object_SplashAlt,$7A72,1,,0,,0,Misc.,"Used to alternate the ""splash slots"" 1 and 2 as objects hit the water"
,$7A73,109,,0,,0,Empty,Unused.
Music_Start,$7AE0,1,,0,,0,Audio,Music start index (beginning of this song)
Music_End,$7AE1,1,,0,,0,Audio,Music end index (inclusive last index to play before loop)
Music_Loop,$7AE2,1,,0,,0,Audio,Music loop index (index to start from when song reaches end)
Sound_Octave,$7AE3,1,,0,,0,Audio,Used for calculating octave
,$7AE4,12,,0,,0,Empty,Unused.
Music_Sq1Bend,$7AF0,1,,0,,0,Hardware Mirror,Alters PAPU_FT1 for bend effects
,$7AF1,3,,0,,0,Empty,Unused.
Music_Sq2Bend,$7AF4,1,,0,,0,Hardware Mirror,Alters PAPU_FT2 for bend effects
,$7AF5,2,,0,,0,Empty,Unused.
Music_RestH_Off,$7AF7,1,,0,,0,Audio,Offset added to Music_RestH_Base; typically $00 or $10 (for low time warning on compatible songs)
,$7AF8,7,,0,,0,Empty,Unused.
PAPU_MODCTL_Copy,$7AFF,1,,0,,0,Hardware Mirror,Current PAPU_MODCTL register
Level_ObjIdxStartByScreen,$7B00,16,,0,,0,Level,"Defines the starting index into Level_Objects for each ""screen"""
Level_ObjectsSpawned,$7B10,48,,0,,0,Level,"When $80 set, object is already spawned, $00 means not"
Level_Objects,$7B40,144,,0,,0,Level,"Object array for current level - 3 bytes per object: ID, Column, Row (C/R of tile grid, multiply by 16 for pixel location)"
,$7BD0,80,,0,,0,Empty,Unused.
Object_BufferX,$7C20,64,,0,,0,Sprites,"For certain objects that require a buffer of X values
Buffer_Occupied determines which of the two buffers is free, if any at all. The object will hold onto it then."
Object_BufferY,$7C60,64,,0,,0,Sprites,"For certain objects that require a buffer of Y values
Buffer_Occupied determines which of the two buffers is free, if any at all. The object will hold onto it then."
ChainChomp_ChainX1,$7CA0,5,,0,,0,Sprites,Chain Link 1 X
ChainChomp_ChainX2,$7CA5,5,,0,,0,Sprites,Chain Link 2 X
ChainChomp_ChainX3,$7CAA,5,,0,,0,Sprites,Chain Link 3 X
ChainChomp_ChainX4,$7CAF,5,,0,,0,Sprites,Chain Link 4 X
ChainChomp_ChainY1,$7CB4,5,,0,,0,Sprites,Chain Link 1 Y
ChainChomp_ChainY2,$7CB9,5,,0,,0,Sprites,Chain Link 2 Y
ChainChomp_ChainY3,$7CBE,5,,0,,0,Sprites,Chain Link 3 Y
ChainChomp_ChainY4,$7CC3,5,,0,,0,Sprites,Chain Link 4 Y
Objects_Var10,$7CC8,5,$7E1CC8,5,,0,Sprites,Generic object variable 10
Objects_Var11,$7CCD,5,$7E1CCD,5,,0,Sprites,Generic object variable 11
Objects_Var12,$7CD2,5,$7E1CD2,5,,0,Sprites,Generic object variable 12
Objects_Var13,$7CD7,5,$7E1CD7,5,,0,Sprites,Generic object variable 13
Objects_Var14,$7CDC,5,$7E1CDC,5,,0,Sprites,Generic object variable 14
PlayerProj_ID,$7CE1,2,,0,,0,Sprites,"Player projectile ID (0 = not in use, 1 = fireball, 2 = hammer, 3+ = Fireball impact ""Poof"")"
PlayerProj_Y,$7CE3,2,,0,,0,Sprites,Player projectile Y
PlayerProj_X,$7CE5,2,,0,,0,Sprites,Player projectile X
PlayerProj_YVel,$7CE7,2,,0,,0,Sprites,"Player projectile Y Velocity (NOTE: Integer, not 4.4FP)"
PlayerProj_XVel,$7CE9,2,,0,,0,Sprites,"Player projectile X Velocity (NOTE: Fireball is integer, 4.4FP for hammer ONLY)"
Fireball_HitChkPass,$7CEB,2,,0,,0,Sprites,"Count of times Player's fireball has gone through hit check; when it hits 2, fireball poofs"
PlayerProj_Cnt,$7CED,2,,0,,0,Sprites,Player projectile counter
Temp_VarNP0,$7CEF,1,,0,,0,Misc.,A temporary not on page 0
Lakitu_Active,$7CF0,1,,0,,0,Sprites,"Set while a Lakitu is active; keeps Lakitu ""alive"" even if off-screen etc."
LevelEvent_Cnt,$7CF1,1,,0,,0,Counter,General purpose counter used by a couple LevelEvents
Vert_Scroll_Off,$7CF2,1,,0,,0,Camera,"Vertical scroll offset, used for ""vibration"" effects"
Level_Vibration,$7CF3,1,,0,,0,Level,"While greater than zero, screen vibrates (from impact of heavy fellow)"
Player_VibeDisable,$7CF4,1,,0,,0,Player,"While greater than zero, Player is unable to move (from impact of heavy fellow)"
Player_TwisterSpin,$7CF5,1,,0,,0,Player,"While greater than zero, Player is twirling from sand twister"
Objects_HitCount,$7CF6,5,,0,,0,Sprites,"Somewhat uncommon ""HP"" used generally for bosses only (e.g. they take so many fireballs)"
RotatingColor_Cnt,$7CFB,1,,0,,0,Palettes,"When non-zero, causes rainbow palettes in the background; $80 bit is used by Koopaling wand grab"
Wand_FrameCnt,$7CFC,1,,0,,0,Counter,A counter that overflows to increment Wand_Frame (added to by the wand's SpecialObj_Var1)
Wand_Frame,$7CFD,1,,0,,0,Sprites,Wand frame
Wand_BounceFlag,$7CFE,1,,0,,0,Sprites,Tracks the recovered wand bounce; odd on first bounce
Player_DebugNoHitFlag,$7CFF,1,,0,,0,Misc.,"UNUSED: (Old debug routine) When set, disables getting hurt (would be toggled by pressing SELECT; see PRG000 $C91B)"
Map_Completions,$7D00,128,,0,,0,Overworld,"Stores ""rows"" of completed levels or other map alterations (e.g. rock break, mini-fortress lock removal, etc.) for a given column, from the leftmost. Rows 1-7 use decending bits from $80, and both row 8 and row 9 use bit $01. Row 8 is prioritized over row 9 should two level panels in these rows share the same column.

Allows a MAX of 4 map screens (64 columns total each player, 16 columns per map screen)
$7D00-$7D3F (Mario), $7D40-$7D7F (Luigi)"
Inventory_Items,$7D80,28,,0,,0,Misc.,"Mario, 4 rows of 7 items"
Inventory_Cards,$7D9C,3,,0,,0,Misc.,"Mario, 3 cards"
Inventory_Score,$7D9F,3,,0,,0,Misc.,"Mario, 3 byte score"
Inventory_Coins,$7DA2,1,,0,,0,Misc.,Mario's coins
Inventory_Items2,$7DA3,28,,0,,0,Misc.,"Luigi, 4 rows of 7 items"
Inventory_Cards2,$7DBF,3,,0,,0,Misc.,"Luigi, 3 cards"
Inventory_Score2,$7DC2,3,,0,,0,Misc.,"Luigi, 3 byte score"
Inventory_Coins2,$7DC5,1,,0,,0,Misc.,Luigi's coins
Map_Unused7DC6,$7DC6,5,,0,,0,Overworld,"Indexed by Map_Unused738, value used in dead routine in PRG011 @ $A2AF"
Map_GameOver_CursorY,$7DCB,1,,0,,0,Overworld,Game Over popup cursor Y ($60/$68)
,$7DCC,9,,0,,0,Empty,Unused.
Map_PrevMoveDir,$7DD5,1,,0,,0,Overworld,Last SUCCESSFUL (allowed) movement direction on map R01 L02 D04 U08
,$7DD6,8,,0,,0,Empty,Unused.
Pal_Data,$7DDE,32,,0,,0,Palettes,"Holds an entire bg/sprite palette (this is the MASTER palette, what fades target, and others may source for ""original"" colors!)"
Level_AltLayout,$7DFE,2,,0,,0,Level,"Pointer to level's ""alternate"" layout (when you go into bonus pipe, etc.)"
Level_AltObjects,$7E00,2,,0,,0,Level,"Pointer to level's ""alternate"" object set (when you go into bonus pipe, etc.)"
Level_BlockGrabHitMem,$7E02,128,,0,,0,Level,"Records coins and 1-ups grabbed, so they don't come back if you switch areas"
Card_ActiveSet,$7E82,18,,0,,0,Bonus Game,Active set of N-Spade game cards
Tile_AttrTable,$7E94,8,,0,,0,Misc.,"In levels, both ""halves"" define the first tile of a quadrant to be solid. The first half is solid at the ground (i.e. Player can stand on it). The second half is solid at the head and walls (i.e. Player bumps head on it, typically ""full solidity"" when combined above)

On the world map, the check follows with a ""less than"", as a quick failure check (if you're in this ""range"" of tiles, but less than that value, you can't possibly be on an enterable tile). The second half is not used on the world map. (TOFIX)"
Level_UnusedSlopesTS5,$7E9C,1,,0,,0,Level,"UNUSED; If set to 2, forces slopes to be enabled for Level_Tileset = 5 (plant infestation)"
PlantInfest_ACnt_Max,$7E9D,1,,0,,0,Level,"Always set to $1A in plant infestation levels, sets max value for animation counter"
,$7E9E,24,,0,,0,Empty,Unused.
LevelJctBQ_Flag,$7EB6,1,,0,,0,Flag,"Set to '1' while in a Big Question block area, locks horizontal scrolling"
Level_JctBackupTileset,$7EB7,1,,0,,0,Level,Level Junction tileset backup
Level_AltTileset,$7EB8,1,,0,,0,Level,"Level's ""alternate"" tileset (when you go into bonus pipe, etc.)"
Level_LayPtrOrig_AddrL,$7EB9,1,,0,,0,Level,ORIGINAL Low byte of address to tile layout
Level_LayPtrOrig_AddrH,$7EBA,1,,0,,0,Level,ORIGINAL High byte of address to tile layout
Level_ObjPtrOrig_AddrL,$7EBB,1,,0,,0,Level,ORIGINAL Low byte of address to object set
Level_ObjPtrOrig_AddrH,$7EBC,1,,0,,0,Level,ORIGINAL High byte of address to object set
Level_BG_Page1_2,$7EBD,1,,0,,0,Graphics,Sets which bank the first and second page (2K / 64 8x8 tiles) of BG is using (see Level_BG_Pages1/2)
Map_BorderAttrFromTiles,$7EBE,44,,0,,0,Overworld,Attributes collected from map tiles that get overwritten by border FIXME SIZE UNCERTAIN (TOFIX)
Map_Unused7EEA,$7EEA,1,,0,,0,Overworld,"Value retrieved from LUT at initialization of world, but never used otherwise"
Map_Objects_Y,$7EEB,14,,0,,0,Overworld,Y coordinate of all map objects
Map_Objects_XLo,$7EF9,14,,0,,0,Misc.,X coordinate lo byte of all map objects
Map_Objects_XHi,$7F07,14,,0,,0,Misc.,X coordinate hi byte of all map objects
Map_Objects_IDs,$7F15,14,,0,,0,Overworld,ID of all 8 map objects (TOFIX)
Map_SprRAMOffDistr,$7F23,1,,0,,0,Counter,A free running counter on the map only which distributes Sprite_RAM offsets to ensure visibility
Map_2PVsGame,$7F24,1,,0,,0,Overworld,"Sets which ""style"" of 2P Vs game will be played"
,$7F25,8,,0,,0,Empty,Unused.
Map_Airship_Dest,$7F2D,1,,0,,0,Overworld,"Airship travel destination; 6 X/Y map coordinates defined per world, after that it just sits still"
THouse_OpenByID,$7F2E,16,,0,,0,Level,UNUSED would keep track of chests opened for a given Toad House ID (THouse_ID)
StatusBar_PMT,$7F3E,8,,0,,0,Misc.,Tiles that currently make up the power meter >>>>>>[P]
StatusBar_CoinH,$7F46,1,,0,,0,Misc.,Status bar tile for coin MSD
StatusBar_CoinL,$7F47,1,,0,,0,Misc.,Status bar tile for coin LSD
StatusBar_LivesH,$7F48,1,,0,,0,Misc.,Status bar tile for lives MSD
